,iso_code,year,Type,consumption,electricity,production
27989,IND,2003,biofuel,1.05,2.71,0.0
27990,IND,2003,coal,2107.984,441.47,1954.734
27991,IND,2003,fossil,0.0,545.36,0.0
27992,IND,2003,fossil_fuel,3739.946,0.0,0.0
27993,IND,2003,gas,284.269,72.8,284.269
27994,IND,2003,hydro,188.818,69.3,0.0
27995,IND,2003,low_carbon,254.917,92.77,0.0
27996,IND,2003,nuclear,49.432,18.14,0.0
27997,IND,2003,oil,1347.694,31.09,411.562
27998,IND,2003,other_renewable,8.477,2.713,0.0
27999,IND,2003,renewables,205.485,74.63,0.0
28000,IND,2003,solar,0.044,0.02,0.0
28001,IND,2003,wind,7.097,2.6,0.0
28002,IND,2004,biofuel,1.109,3.31,0.0
28003,IND,2004,coal,2243.529,463.01,2110.972
28004,IND,2004,fossil,0.0,567.86,0.0
28005,IND,2004,fossil_fuel,3977.076,0.0,0.0
28006,IND,2004,gas,306.691,76.58,281.378
28007,IND,2004,hydro,272.726,100.64,0.0
28008,IND,2004,low_carbon,356.008,130.46,0.0
28009,IND,2004,nuclear,57.604,21.26,0.0
28010,IND,2004,oil,1426.856,28.27,422.576
28011,IND,2004,other_renewable,10.357,3.314,0.0
28012,IND,2004,renewables,298.403,109.2,0.0
28013,IND,2004,solar,0.049,0.02,0.0
28014,IND,2004,wind,14.161,5.23,0.0
28015,IND,2005,biofuel,1.169,4.04,0.0
28016,IND,2005,coal,2456.113,478.48,2207.16
28017,IND,2005,fossil,0.0,579.32,0.0
28018,IND,2005,fossil_fuel,4249.498,0.0,0.0
28019,IND,2005,gas,343.256,75.47,285.121
28020,IND,2005,hydro,261.882,97.42,0.0
28021,IND,2005,low_carbon,339.467,125.2,0.0
28022,IND,2005,nuclear,47.653,17.73,0.0
28023,IND,2005,oil,1450.128,25.37,406.178
28024,IND,2005,other_renewable,12.61,4.035,0.0
28025,IND,2005,renewables,291.814,107.47,0.0
28026,IND,2005,solar,0.049,0.02,0.0
28027,IND,2005,wind,16.105,5.99,0.0
28028,IND,2006,biofuel,1.182,5.59,0.0
28029,IND,2006,coal,2549.865,505.46,2303.685
28030,IND,2006,fossil,0.0,599.24,0.0
28031,IND,2006,fossil_fuel,4440.676,0.0,0.0
28032,IND,2006,gas,358.772,74.7,281.868
28033,IND,2006,hydro,301.116,112.62,0.0
28034,IND,2006,low_carbon,391.887,145.19,0.0
28035,IND,2006,nuclear,47.144,17.63,0.0
28036,IND,2006,oil,1532.039,19.08,419.203
28037,IND,2006,other_renewable,17.459,5.587,0.0
28038,IND,2006,renewables,344.743,127.56,0.0
28039,IND,2006,solar,0.019,0.01,0.0
28040,IND,2006,wind,24.966,9.34,0.0
28041,IND,2007,biofuel,1.182,7.4,0.0
28042,IND,2007,coal,2790.272,533.27,2446.755
28043,IND,2007,fossil,0.0,636.68,0.0
28044,IND,2007,fossil_fuel,4815.856,0.0,0.0
28045,IND,2007,gas,388.103,90.05,289.645
28046,IND,2007,hydro,326.099,122.61,0.0
28047,IND,2007,low_carbon,429.069,159.58,0.0
28048,IND,2007,nuclear,47.425,17.83,0.0
28049,IND,2007,oil,1637.482,13.36,423.809
28050,IND,2007,other_renewable,23.134,7.403,0.0
28051,IND,2007,renewables,381.644,141.75,0.0
28052,IND,2007,solar,0.157,0.06,0.0
28053,IND,2007,wind,31.071,11.68,0.0
28054,IND,2008,biofuel,1.655,9.3,0.0
28055,IND,2008,coal,3020.762,573.12,2647.512
28056,IND,2008,fossil,0.0,674.27,0.0
28057,IND,2008,fossil_fuel,5139.897,0.0,0.0
28058,IND,2008,gas,399.877,85.88,293.919
28059,IND,2008,hydro,303.876,115.17,0.0
28060,IND,2008,low_carbon,412.89,154.14,0.0
28061,IND,2008,nuclear,40.187,15.23,0.0
28062,IND,2008,oil,1719.259,15.27,439.533
28063,IND,2008,other_renewable,29.069,9.302,0.0
28064,IND,2008,renewables,372.704,138.91,0.0
28065,IND,2008,solar,0.166,0.06,0.0
28066,IND,2008,wind,37.937,14.38,0.0
28067,IND,2009,biofuel,0.866,11.64,0.0
28068,IND,2009,coal,3268.266,611.11,2857.771
28069,IND,2009,fossil,0.0,728.56,0.0
28070,IND,2009,fossil_fuel,5566.137,0.0,0.0
28071,IND,2009,gas,491.081,104.37,361.499
28072,IND,2009,hydro,279.102,106.34,0.0
28073,IND,2009,low_carbon,399.999,151.15,0.0
28074,IND,2009,nuclear,44.137,16.82,0.0
28075,IND,2009,oil,1806.79,13.08,441.893
28076,IND,2009,other_renewable,32.991,10.557,0.0
28077,IND,2009,renewables,355.862,134.33,0.0
28078,IND,2009,solar,0.197,0.08,0.0
28079,IND,2009,wind,42.706,16.27,0.0
28080,IND,2010,biofuel,1.493,14.3,0.0
28081,IND,2010,coal,3348.546,642.97,2937.109
28082,IND,2010,fossil,0.0,771.78,0.0
28083,IND,2010,fossil_fuel,5786.579,0.0,0.0
28084,IND,2010,gas,589.616,118.03,474.292
28085,IND,2010,hydro,283.188,108.74,0.0
28086,IND,2010,low_carbon,437.061,165.69,0.0
28087,IND,2010,nuclear,60.11,23.08,0.0
28088,IND,2010,oil,1848.416,10.78,479.662
28089,IND,2010,other_renewable,41.308,13.219,0.0
28090,IND,2010,renewables,376.951,142.61,0.0
28091,IND,2010,solar,0.294,0.11,0.0
28092,IND,2010,wind,50.668,19.46,0.0
28093,IND,2011,biofuel,3.191,17.14,0.0
28094,IND,2011,coal,3478.864,701.25,2915.217
28095,IND,2011,fossil,0.0,828.16,0.0
28096,IND,2011,fossil_fuel,6017.487,0.0,0.0
28097,IND,2011,gas,602.859,117.56,429.334
28098,IND,2011,hydro,341.204,131.7,0.0
28099,IND,2011,low_carbon,540.376,205.84,0.0
28100,IND,2011,nuclear,83.481,32.22,0.0
28101,IND,2011,oil,1935.765,9.35,498.743
28102,IND,2011,other_renewable,48.305,15.458,0.0
28103,IND,2011,renewables,456.895,173.62,0.0
28104,IND,2011,solar,2.142,0.83,0.0
28105,IND,2011,wind,62.053,23.95,0.0
28106,IND,2012,biofuel,2.946,19.94,0.0
28107,IND,2012,coal,3787.818,787.13,2966.211
28108,IND,2012,fossil,0.0,893.45,0.0
28109,IND,2012,fossil_fuel,6396.479,0.0,0.0
28110,IND,2012,gas,556.991,96.25,372.678
28111,IND,2012,hydro,298.393,115.78,0.0
28112,IND,2012,low_carbon,514.475,198.39,0.0
28113,IND,2012,nuclear,85.412,33.14,0.0
28114,IND,2012,oil,2051.67,10.07,494.851
28115,IND,2012,other_renewable,51.613,16.516,0.0
28116,IND,2012,renewables,429.064,165.25,0.0
28117,IND,2012,solar,5.41,2.1,0.0
28118,IND,2012,wind,70.703,27.43,0.0
28119,IND,2013,biofuel,3.429,22.48,0.0
28120,IND,2013,coal,4009.729,847.97,2974.117
28121,IND,2013,fossil,0.0,924.93,0.0
28122,IND,2013,fossil_fuel,6565.578,0.0,0.0
28123,IND,2013,gas,490.193,66.31,310.631
28124,IND,2013,hydro,337.552,131.98,0.0
28125,IND,2013,low_carbon,566.609,221.21,0.0
28126,IND,2013,nuclear,85.187,33.31,0.0
28127,IND,2013,oil,2065.656,10.65,490.858
28128,IND,2013,other_renewable,54.915,17.573,0.0
28129,IND,2013,renewables,481.422,187.9,0.0
28130,IND,2013,solar,8.78,3.43,0.0
28131,IND,2013,wind,76.745,30.01,0.0
28132,IND,2014,biofuel,2.993,24.68,0.0
28133,IND,2014,coal,4401.073,949.93,3133.724
28134,IND,2014,fossil,0.0,1025.49,0.0
28135,IND,2014,fossil_fuel,7011.583,0.0,0.0
28136,IND,2014,gas,485.016,64.01,293.552
28137,IND,2014,hydro,353.68,139.0,0.0
28138,IND,2014,low_carbon,608.628,236.73,0.0
28139,IND,2014,nuclear,88.259,34.69,0.0
28140,IND,2014,oil,2125.494,11.55,484.296
28141,IND,2014,other_renewable,66.078,21.145,0.0
28142,IND,2014,renewables,520.369,202.04,0.0
28143,IND,2014,solar,12.491,4.91,0.0
28144,IND,2014,wind,85.127,33.45,0.0
28145,IND,2015,biofuel,3.592,30.62,0.0
28146,IND,2015,coal,4490.47,1006.55,3268.103
28147,IND,2015,fossil,0.0,1080.58,0.0
28148,IND,2015,fossil_fuel,7264.577,0.0,0.0
28149,IND,2015,gas,478.068,64.77,281.428
28150,IND,2015,hydro,337.912,133.28,0.0
28151,IND,2015,low_carbon,596.708,241.52,0.0
28152,IND,2015,nuclear,96.981,38.31,0.0
28153,IND,2015,oil,2296.039,9.26,478.841
28154,IND,2015,other_renewable,57.378,18.361,0.0
28155,IND,2015,renewables,499.727,203.21,0.0
28156,IND,2015,solar,17.956,6.57,0.0
28157,IND,2015,wind,82.89,32.74,0.0
28158,IND,2016,biofuel,7.59,24.82,0.0
28159,IND,2016,coal,4587.692,1073.6,3301.831
28160,IND,2016,fossil,0.0,1155.63,0.0
28161,IND,2016,fossil_fuel,7609.864,0.0,0.0
28162,IND,2016,gas,507.91,72.62,265.823
28163,IND,2016,hydro,323.002,128.38,0.0
28164,IND,2016,low_carbon,619.405,246.11,0.0
28165,IND,2016,nuclear,95.22,37.9,0.0
28166,IND,2016,oil,2514.262,9.41,472.009
28167,IND,2016,other_renewable,53.755,17.202,0.0
28168,IND,2016,renewables,524.185,208.21,0.0
28169,IND,2016,solar,30.661,11.56,0.0
28170,IND,2016,wind,109.178,43.45,0.0
28171,IND,2017,biofuel,5.467,24.91,0.0
28172,IND,2017,coal,4737.157,1115.24,3329.753
28173,IND,2017,fossil,0.0,1199.02,0.0
28174,IND,2017,fossil_fuel,7861.352,0.0,0.0
28175,IND,2017,gas,535.999,74.99,276.933
28176,IND,2017,hydro,339.948,135.82,0.0
28177,IND,2017,low_carbon,673.273,272.31,0.0
28178,IND,2017,nuclear,93.536,37.41,0.0
28179,IND,2017,oil,2588.196,8.79,470.285
28180,IND,2017,other_renewable,46.837,14.988,0.0
28181,IND,2017,renewables,579.737,234.9,0.0
28182,IND,2017,solar,55.912,21.54,0.0
28183,IND,2017,wind,131.573,52.63,0.0
28184,IND,2018,biofuel,10.544,27.22,0.0
28185,IND,2018,coal,4981.602,1198.86,3555.345
28186,IND,2018,fossil,0.0,1276.52,0.0
28187,IND,2018,fossil_fuel,8266.076,0.0,0.0
28188,IND,2018,gas,579.963,71.26,274.915
28189,IND,2018,hydro,348.066,139.75,0.0
28190,IND,2018,low_carbon,756.452,302.66,0.0
28191,IND,2018,nuclear,97.141,39.05,0.0
28192,IND,2018,oil,2704.512,6.4,459.936
28193,IND,2018,other_renewable,57.51,18.403,0.0
28194,IND,2018,renewables,659.31,263.61,0.0
28195,IND,2018,solar,93.162,36.33,0.0
28196,IND,2018,wind,150.028,60.31,0.0
28197,IND,2019,biofuel,12.996,31.51,0.0
28198,IND,2019,coal,4989.023,1198.76,3498.878
28199,IND,2019,fossil,0.0,1273.78,0.0
28200,IND,2019,fossil_fuel,8373.468,0.0,0.0
28201,IND,2019,gas,592.498,71.95,269.055
28202,IND,2019,hydro,401.696,162.07,0.0
28203,IND,2019,low_carbon,860.484,348.32,0.0
28204,IND,2019,nuclear,111.789,45.16,0.0
28205,IND,2019,oil,2791.946,3.07,435.976
28206,IND,2019,other_renewable,59.338,18.988,0.0
28207,IND,2019,renewables,748.695,303.16,0.0
28208,IND,2019,solar,117.947,46.27,0.0
28209,IND,2019,wind,156.718,63.31,0.0
28210,IND,2020,biofuel,12.182,32.86,0.0
28211,IND,2020,coal,4714.672,1143.78,3497.081
28212,IND,2020,fossil,0.0,1221.66,0.0
28213,IND,2020,fossil_fuel,7856.125,0.0,0.0
28214,IND,2020,gas,603.601,74.79,237.606
28215,IND,2020,hydro,404.793,163.7,0.0
28216,IND,2020,low_carbon,887.721,360.28,0.0
28217,IND,2020,nuclear,110.156,44.61,0.0
28218,IND,2020,oil,2537.853,3.09,408.778
28219,IND,2020,other_renewable,62.137,19.884,0.0
28220,IND,2020,renewables,777.565,315.67,0.0
28221,IND,2020,solar,149.25,58.68,0.0
28222,IND,2020,wind,149.203,60.43,0.0
28223,IND,2021,biofuel,19.677,35.5,0.0
28224,IND,2021,coal,5352.792,1255.56,3716.606
28225,IND,2021,fossil,0.0,1319.35,0.0
28226,IND,2021,fossil_fuel,8565.351,0.0,0.0
28227,IND,2021,gas,623.727,60.4,285.388
28228,IND,2021,hydro,395.48,160.34,0.0
28229,IND,2021,low_carbon,930.18,376.16,0.0
28230,IND,2021,nuclear,108.172,43.92,0.0
28231,IND,2021,oil,2588.831,3.39,395.414
28232,IND,2021,other_renewable,66.242,21.197,0.0
28233,IND,2021,renewables,822.007,332.24,0.0
28234,IND,2021,solar,172.888,68.31,0.0
28235,IND,2021,wind,167.72,68.09,0.0
28236,IND,2022,biofuel,28.016,38.57,0.0
28237,IND,2022,coal,5561.334,1354.23,4180.375
28238,IND,2022,fossil,0.0,1404.39,0.0
28239,IND,2022,fossil_fuel,8948.373,0.0,0.0
28240,IND,2022,gas,582.508,46.48,298.019
28241,IND,2022,hydro,430.188,174.94,0.0
28242,IND,2022,low_carbon,1056.037,424.91,0.0
28243,IND,2022,nuclear,113.5,46.19,0.0
28244,IND,2022,oil,2804.53,3.68,384.057
28245,IND,2022,other_renewable,72.791,23.293,0.0
28246,IND,2022,renewables,942.536,378.72,0.0
28247,IND,2022,solar,239.44,95.16,0.0
28248,IND,2022,wind,172.101,70.05,0.0
28249,IND,2023,biofuel,34.337,37.28,0.0
28250,IND,2023,coal,6137.224,1471.28,4674.382
28251,IND,2023,fossil,0.0,1528.07,0.0
28252,IND,2023,fossil_fuel,9696.803,0.0,0.0
28253,IND,2023,gas,620.344,52.61,315.855
28254,IND,2023,hydro,364.473,149.17,0.0
28255,IND,2023,low_carbon,1071.77,430.17,0.0
28256,IND,2023,nuclear,117.572,48.2,0.0
28257,IND,2023,oil,2939.235,4.18,378.585
28258,IND,2023,other_renewable,71.896,23.007,0.0
28259,IND,2023,renewables,954.198,381.97,0.0
28260,IND,2023,solar,283.233,113.41,0.0
28261,IND,2023,wind,200.259,82.11,0.0
28262,IND,2024,biofuel,47.63,35.83,0.0
28263,IND,2024,coal,6379.826,1534.08,5015.149
28264,IND,2024,fossil,0.0,1595.42,0.0
28265,IND,2024,fossil_fuel,10111.388,0.0,0.0
28266,IND,2024,gas,702.818,57.12,323.537
28267,IND,2024,hydro,381.776,156.21,0.0
28268,IND,2024,low_carbon,1164.794,462.12,0.0
28269,IND,2024,nuclear,133.425,54.7,0.0
28270,IND,2024,oil,3028.744,4.22,382.465
28271,IND,2024,other_renewable,69.53,22.249,0.0
28272,IND,2024,renewables,1031.37,407.42,0.0
28273,IND,2024,solar,333.546,133.81,0.0
28274,IND,2024,wind,198.888,81.57,0.0
29835,ITA,2001,biofuel,0.0,1.83,0.0
29836,ITA,2001,coal,154.697,31.73,1.082
29837,ITA,2001,fossil,0.0,217.55,0.0
29838,ITA,2001,fossil_fuel,1937.066,0.0,0.0
29839,ITA,2001,gas,680.646,104.19,146.247
29840,ITA,2001,hydro,129.312,46.81,0.0
29841,ITA,2001,low_carbon,152.428,54.35,0.0
29842,ITA,2001,nuclear,0.0,0.0,0.0
29843,ITA,2001,oil,1101.724,81.63,47.643
29844,ITA,2001,other_renewable,19.806,6.34,0.0
29845,ITA,2001,renewables,152.428,54.35,0.0
29846,ITA,2001,solar,0.052,0.02,0.0
29847,ITA,2001,wind,3.257,1.18,0.0
29848,ITA,2002,biofuel,0.0,2.71,0.0
29849,ITA,2002,coal,159.678,35.45,1.268
29850,ITA,2002,fossil,0.0,229.22,0.0
29851,ITA,2002,fossil_fuel,1960.268,0.0,0.0
29852,ITA,2002,gas,676.029,99.41,140.304
29853,ITA,2002,hydro,108.271,39.52,0.0
29854,ITA,2002,low_carbon,135.213,48.31,0.0
29855,ITA,2002,nuclear,0.0,0.0,0.0
29856,ITA,2002,oil,1124.561,94.36,64.328
29857,ITA,2002,other_renewable,23.038,7.37,0.0
29858,ITA,2002,renewables,135.213,48.31,0.0
29859,ITA,2002,solar,0.058,0.02,0.0
29860,ITA,2002,wind,3.847,1.4,0.0
29861,ITA,2003,biofuel,0.0,3.37,0.0
29862,ITA,2003,coal,172.299,38.81,1.945
29863,ITA,2003,fossil,0.0,239.41,0.0
29864,ITA,2003,fossil_fuel,2033.775,0.0,0.0
29865,ITA,2003,gas,745.332,117.3,133.222
29866,ITA,2003,hydro,99.918,36.67,0.0
29867,ITA,2003,low_carbon,131.188,46.86,0.0
29868,ITA,2003,nuclear,0.0,0.0,0.0
29869,ITA,2003,oil,1116.144,83.3,64.781
29870,ITA,2003,other_renewable,27.231,8.71,0.0
29871,ITA,2003,renewables,131.188,46.86,0.0
29872,ITA,2003,solar,0.065,0.02,0.0
29873,ITA,2003,wind,3.973,1.46,0.0
29874,ITA,2004,biofuel,2.939,4.22,0.0
29875,ITA,2004,coal,193.013,45.52,0.763
29876,ITA,2004,fossil,0.0,239.84,0.0
29877,ITA,2004,fossil_fuel,2065.802,0.0,0.0
29878,ITA,2004,gas,773.418,129.84,124.36
29879,ITA,2004,hydro,114.737,42.34,0.0
29880,ITA,2004,low_carbon,152.939,53.87,0.0
29881,ITA,2004,nuclear,0.0,0.0,0.0
29882,ITA,2004,oil,1099.37,64.48,63.324
29883,ITA,2004,other_renewable,30.178,9.66,0.0
29884,ITA,2004,renewables,152.939,53.87,0.0
29885,ITA,2004,solar,0.079,0.03,0.0
29886,ITA,2004,wind,5.005,1.84,0.0
29887,ITA,2005,biofuel,2.056,4.67,0.0
29888,ITA,2005,coal,191.534,43.61,0.739
29889,ITA,2005,fossil,0.0,246.2,0.0
29890,ITA,2005,fossil_fuel,2081.253,0.0,0.0
29891,ITA,2005,gas,827.695,149.33,115.823
29892,ITA,2005,hydro,96.954,36.07,0.0
29893,ITA,2005,low_carbon,136.635,48.43,0.0
29894,ITA,2005,nuclear,0.0,0.0,0.0
29895,ITA,2005,oil,1062.024,53.26,71.067
29896,ITA,2005,other_renewable,31.244,9.99,0.0
29897,ITA,2005,renewables,136.635,48.43,0.0
29898,ITA,2005,solar,0.083,0.03,0.0
29899,ITA,2005,wind,6.298,2.34,0.0
29900,ITA,2006,biofuel,2.292,5.11,0.0
29901,ITA,2006,coal,193.911,44.21,0.163
29902,ITA,2006,fossil,0.0,254.97,0.0
29903,ITA,2006,fossil_fuel,2074.359,0.0,0.0
29904,ITA,2006,gas,810.588,158.14,105.345
29905,ITA,2006,hydro,98.914,36.99,0.0
29906,ITA,2006,low_carbon,142.478,50.64,0.0
29907,ITA,2006,nuclear,0.0,0.0,0.0
29908,ITA,2006,oil,1069.86,52.62,67.237
29909,ITA,2006,other_renewable,33.234,10.64,0.0
29910,ITA,2006,renewables,142.478,50.64,0.0
29911,ITA,2006,solar,0.094,0.04,0.0
29912,ITA,2006,wind,7.944,2.97,0.0
29913,ITA,2007,biofuel,2.076,5.26,0.0
29914,ITA,2007,coal,189.848,44.11,1.229
29915,ITA,2007,fossil,0.0,258.45,0.0
29916,ITA,2007,fossil_fuel,2037.003,0.0,0.0
29917,ITA,2007,gas,814.561,172.71,93.127
29918,ITA,2007,hydro,87.274,32.82,0.0
29919,ITA,2007,low_carbon,134.017,47.72,0.0
29920,ITA,2007,nuclear,0.0,0.0,0.0
29921,ITA,2007,oil,1032.594,41.63,68.146
29922,ITA,2007,other_renewable,33.834,10.83,0.0
29923,ITA,2007,renewables,134.017,47.72,0.0
29924,ITA,2007,solar,0.104,0.04,0.0
29925,ITA,2007,wind,10.729,4.03,0.0
29926,ITA,2008,biofuel,8.245,5.97,0.0
29927,ITA,2008,coal,183.701,43.07,0.91
29928,ITA,2008,fossil,0.0,253.41,0.0
29929,ITA,2008,fossil_fuel,1976.755,0.0,0.0
29930,ITA,2008,gas,808.515,172.77,88.152
29931,ITA,2008,hydro,109.823,41.62,0.0
29932,ITA,2008,low_carbon,167.297,58.16,0.0
29933,ITA,2008,nuclear,0.0,0.0,0.0
29934,ITA,2008,oil,984.539,37.57,60.973
29935,ITA,2008,other_renewable,35.894,11.49,0.0
29936,ITA,2008,renewables,167.297,58.16,0.0
29937,ITA,2008,solar,0.509,0.19,0.0
29938,ITA,2008,wind,12.826,4.86,0.0
29939,ITA,2009,biofuel,13.008,7.56,0.0
29940,ITA,2009,coal,143.823,39.74,0.56
29941,ITA,2009,fossil,0.0,217.1,0.0
29942,ITA,2009,fossil_fuel,1785.972,0.0,0.0
29943,ITA,2009,gas,743.176,147.36,76.324
29944,ITA,2009,hydro,128.971,49.14,0.0
29945,ITA,2009,low_carbon,201.237,69.26,0.0
29946,ITA,2009,nuclear,0.0,0.0,0.0
29947,ITA,2009,oil,898.973,30.0,53.185
29948,ITA,2009,other_renewable,40.308,12.9,0.0
29949,ITA,2009,renewables,201.237,69.26,0.0
29950,ITA,2009,solar,1.777,0.68,0.0
29951,ITA,2009,wind,17.173,6.54,0.0
29952,ITA,2010,biofuel,16.108,9.44,0.0
29953,ITA,2010,coal,159.028,39.73,0.786
29954,ITA,2010,fossil,0.0,219.66,0.0
29955,ITA,2010,fossil_fuel,1829.21,0.0,0.0
29956,ITA,2010,gas,791.499,152.81,80.066
29957,ITA,2010,hydro,133.117,51.12,0.0
29958,ITA,2010,low_carbon,224.253,76.97,0.0
29959,ITA,2010,nuclear,0.0,0.0,0.0
29960,ITA,2010,oil,878.684,27.12,59.38
29961,ITA,2010,other_renewable,46.3,14.82,0.0
29962,ITA,2010,renewables,224.253,76.97,0.0
29963,ITA,2010,solar,4.963,1.91,0.0
29964,ITA,2010,wind,23.765,9.12,0.0
29965,ITA,2011,biofuel,15.846,10.83,0.0
29966,ITA,2011,coal,178.27,44.73,0.716
29967,ITA,2011,fossil,0.0,215.42,0.0
29968,ITA,2011,fossil_fuel,1771.616,0.0,0.0
29969,ITA,2011,gas,742.161,144.6,80.478
29970,ITA,2011,hydro,118.712,45.82,0.0
29971,ITA,2011,low_carbon,239.582,82.95,0.0
29972,ITA,2011,nuclear,0.0,0.0,0.0
29973,ITA,2011,oil,851.185,26.09,61.743
29974,ITA,2011,other_renewable,51.521,16.48,0.0
29975,ITA,2011,renewables,239.582,82.95,0.0
29976,ITA,2011,solar,27.968,10.8,0.0
29977,ITA,2011,wind,25.535,9.85,0.0
29978,ITA,2012,biofuel,15.603,12.49,0.0
29979,ITA,2012,coal,182.733,49.14,0.622
29980,ITA,2012,fossil,0.0,203.03,0.0
29981,ITA,2012,fossil_fuel,1686.502,0.0,0.0
29982,ITA,2012,gas,713.566,129.14,81.958
29983,ITA,2012,hydro,107.925,41.87,0.0
29984,ITA,2012,low_carbon,263.19,92.22,0.0
29985,ITA,2012,nuclear,0.0,0.0,0.0
29986,ITA,2012,oil,790.203,24.75,62.76
29987,ITA,2012,other_renewable,56.496,18.08,0.0
29988,ITA,2012,renewables,263.19,92.22,0.0
29989,ITA,2012,solar,48.613,18.86,0.0
29990,ITA,2012,wind,34.554,13.41,0.0
29991,ITA,2013,biofuel,14.348,17.08,0.0
29992,ITA,2013,coal,157.403,45.1,0.568
29993,ITA,2013,fossil,0.0,174.02,0.0
29994,ITA,2013,fossil_fuel,1536.089,0.0,0.0
29995,ITA,2013,gas,667.404,108.91,73.675
29996,ITA,2013,hydro,134.972,52.77,0.0
29997,ITA,2013,low_carbon,313.725,112.0,0.0
29998,ITA,2013,nuclear,0.0,0.0,0.0
29999,ITA,2013,oil,711.282,20.01,63.983
30000,ITA,2013,other_renewable,71.092,22.74,0.0
30001,ITA,2013,renewables,313.725,112.0,0.0
30002,ITA,2013,solar,55.214,21.59,0.0
30003,ITA,2013,wind,38.1,14.9,0.0
30004,ITA,2014,biofuel,12.361,18.72,0.0
30005,ITA,2014,coal,153.447,43.45,0.669
30006,ITA,2014,fossil,0.0,155.85,0.0
30007,ITA,2014,fossil_fuel,1468.623,0.0,0.0
30008,ITA,2014,gas,589.716,93.66,68.096
30009,ITA,2014,hydro,148.969,58.55,0.0
30010,ITA,2014,low_carbon,333.739,120.68,0.0
30011,ITA,2014,nuclear,0.0,0.0,0.0
30012,ITA,2014,oil,725.46,18.74,67.046
30013,ITA,2014,other_renewable,77.027,24.64,0.0
30014,ITA,2014,renewables,333.739,120.68,0.0
30015,ITA,2014,solar,56.759,22.31,0.0
30016,ITA,2014,wind,38.622,15.18,0.0
30017,ITA,2015,biofuel,13.502,19.39,0.0
30018,ITA,2015,coal,143.395,43.2,0.63
30019,ITA,2015,fossil,0.0,170.81,0.0
30020,ITA,2015,fossil_fuel,1522.677,0.0,0.0
30021,ITA,2015,gas,643.154,110.88,64.497
30022,ITA,2015,hydro,115.285,45.54,0.0
30023,ITA,2015,low_carbon,304.388,108.89,0.0
30024,ITA,2015,nuclear,0.0,0.0,0.0
30025,ITA,2015,oil,736.127,16.73,63.618
30026,ITA,2015,other_renewable,79.94,25.57,0.0
30027,ITA,2015,renewables,304.388,108.89,0.0
30028,ITA,2015,solar,58.082,22.94,0.0
30029,ITA,2015,wind,37.579,14.84,0.0
30030,ITA,2016,biofuel,12.01,19.5,0.0
30031,ITA,2016,coal,126.975,35.61,0.0
30032,ITA,2016,fossil,0.0,177.94,0.0
30033,ITA,2016,fossil_fuel,1523.979,0.0,0.0
30034,ITA,2016,gas,675.458,126.17,55.098
30035,ITA,2016,hydro,106.613,42.43,0.0
30036,ITA,2016,low_carbon,299.222,108.01,0.0
30037,ITA,2016,nuclear,0.0,0.0,0.0
30038,ITA,2016,oil,721.545,16.16,43.723
30039,ITA,2016,other_renewable,80.616,25.79,0.0
30040,ITA,2016,renewables,299.222,108.01,0.0
30041,ITA,2016,solar,55.538,22.1,0.0
30042,ITA,2016,wind,44.444,17.69,0.0
30043,ITA,2017,biofuel,12.25,19.37,0.0
30044,ITA,2017,coal,111.19,32.63,0.0
30045,ITA,2017,fossil,0.0,188.2,0.0
30046,ITA,2017,fossil_fuel,1549.253,0.0,0.0
30047,ITA,2017,gas,715.788,140.36,52.731
30048,ITA,2017,hydro,90.497,36.2,0.0
30049,ITA,2017,low_carbon,287.981,103.89,0.0
30050,ITA,2017,nuclear,0.0,0.0,0.0
30051,ITA,2017,oil,722.275,15.21,48.242
30052,ITA,2017,other_renewable,79.936,25.57,0.0
30053,ITA,2017,renewables,287.981,103.89,0.0
30054,ITA,2017,solar,60.944,24.38,0.0
30055,ITA,2017,wind,44.355,17.74,0.0
30056,ITA,2018,biofuel,14.439,19.14,0.0
30057,ITA,2018,coal,101.995,28.47,0.0
30058,ITA,2018,fossil,0.0,171.65,0.0
30059,ITA,2018,fossil_fuel,1532.717,0.0,0.0
30060,ITA,2018,gas,692.141,128.56,51.892
30061,ITA,2018,hydro,121.455,48.79,0.0
30062,ITA,2018,low_carbon,315.249,114.41,0.0
30063,ITA,2018,nuclear,0.0,0.0,0.0
30064,ITA,2018,oil,738.582,14.62,54.614
30065,ITA,2018,other_renewable,78.931,25.25,0.0
30066,ITA,2018,renewables,315.249,114.41,0.0
30067,ITA,2018,solar,56.353,22.65,0.0
30068,ITA,2018,wind,44.071,17.72,0.0
30069,ITA,2019,biofuel,14.751,19.55,0.0
30070,ITA,2019,coal,77.054,18.84,0.0
30071,ITA,2019,fossil,0.0,174.16,0.0
30072,ITA,2019,fossil_fuel,1509.498,0.0,0.0
30073,ITA,2019,gas,707.906,141.7,46.212
30074,ITA,2019,hydro,114.744,46.32,0.0
30075,ITA,2019,low_carbon,318.252,115.83,0.0
30076,ITA,2019,nuclear,0.0,0.0,0.0
30077,ITA,2019,oil,724.539,13.62,49.76
30078,ITA,2019,other_renewable,80.117,25.62,0.0
30079,ITA,2019,renewables,318.252,115.83,0.0
30080,ITA,2019,solar,58.636,23.69,0.0
30081,ITA,2019,wind,50.005,20.2,0.0
30082,ITA,2020,biofuel,14.65,19.62,0.0
30083,ITA,2020,coal,58.868,13.38,0.0
